language,dialect,accent,text,transliteration,sentiment_1,sentiment_2,sentiment_3
Persian,"Persian, Iranian",Shirazi,چی دُرُس کِردی؟,Chi doros kerdi?,neutral,positive,negative
Persian,"Persian, Iranian",Shirazi,دخترا دارن می‌رن,Dokhtarā dāran miran,neutral,positive,neutral
Persian,"Persian, Iranian",Shirazi,دخترا دُشتن می‌رفتن,Dokhtarā doshtan miraftan,neutral,positive,neutral
Persian,"Persian, Iranian",Shirazi,روانشناسا خواص زیادی بری گریه کِردن در اُوردن و گریه کِردنِه بری رها شدن از فشار استرس و تحمل درد و غم و غصه می‌دونن.,Ravānshenāsā khavāse ziādi barey geryeh kerdan dar ovordan va geryeh kerdane barey rahā shodan az feshāre esteres va tahammole dardo ghamo ghose midunan.,neutral,positive,positive
Persian,"Persian, Iranian",Shirazi,او مربُو خوردن داره,U morabow khordan dāreh,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,تو کل عمرُم همچی غذاهوی نخوردم,Tu kolle omrom hamchi ghazāhoy nakhordam,neutral,neutral,positive
Persian,"Persian, Iranian",Shirazi,خانوم بچّا چیطورن؟,Khanum bachchā chitoran?,neutral,neutral,positive
Persian,"Persian, Iranian",Shirazi,دسِّتون درد نکنه بری پخش ای کیلیپ دربارِی گیوِی هرسینی,Dassetun dard nakoneh barey pakhshe i kilip darbārey givey harsini,positive,negative,positive
Persian,"Persian, Iranian",Shirazi,ای داد و بیداد بری میراث پدرامون که بی پشت و پنا مُندن,Ey dādo bidād barey mirāse pedarāmun ke bi poshto pana mondan,negative,neutral,negative
Persian,"Persian, Iranian",Shirazi,بیشترشونو اولین باره می‌بینم,Bishtareshuno avalin bāre mibinam,neutral,positive,neutral
Persian,"Persian, Iranian",Shirazi,ای جونم بری شهرمون,Ey junom barey shahremun,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,درود فراوون به زنوی کورد سر تا سر دنیا از کرمونشا گرفته تا کردستان,Dorude farāvun be zanoy korde sar tā sare donyā az kermunshā gerefteh ta kordestān,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,هر وقت نون دُرُس می‌کِرد صدامون می‌زد. ما بچّا هم همگی به‌صف کنارش می‌شنسّیم و چشم به را می‌مُندیم تا نون روی توه برشته می‌شد و می‌داد دسّمون.,Har vaght nun doros mikerd sedāmun mizad. Mā bachchā ham hamegi be saf kenāresh mishnessimo cheshm be rā mimondim tā nun ruye towe bereshte mishodo midād dassemun.,neutral,positive,positive
Persian,"Persian, Iranian",Shirazi,بردن و اُوُردن,Bordano ovordan,neutral,neutral,neutral
Persian,"Persian, Iranian",Shirazi,داد و بیداد,Dādo bidād,neutral,neutral,negative
Persian,"Persian, Iranian",Shirazi,خدا نگَدار,Khodā negadār,neutral,negative,positive
Persian,"Persian, Iranian",Shirazi,اَی امر حضرت حق نباشه، برگ از درخت نَمیوفته.,"Ay amre hazrate haq nabāshe, barg az derakht namiofteh.",neutral,negative,positive
Persian,"Persian, Iranian",Shirazi,اَی نخوردیم نونِ گندم، ولی دیدیم دسِّ مردم.,"Ay nakhordim nune gandom, vali didim dasse mardom.",negative,negative,positive
Persian,"Persian, Iranian",Shirazi,او چیچیه که تا دس تو چیشش نکنی، چیلشه باز نَمی‌کنه؟,"U chichieh keh tā das to chishesh nakoni, chileshe bāz namikoneh?",neutral,negative,positive
Persian,"Persian, Iranian",Shirazi,مِی بهت زنگ نزدن؟,Mey behet zang nazadan?,neutral,neutral,negative
Persian,"Persian, Iranian",Shirazi,جار,Jār,neutral,neutral,neutral
Persian,"Persian, Iranian",Shirazi,خسّه,Khasse,neutral,neutral,negative
Persian,"Persian, Iranian",Shirazi,فرار,Farār,neutral,neutral,negative
Persian,"Persian, Iranian",Shirazi,بوگو چقد حال می‌ده,Bugu cheqad hāl mideh,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,لعنت به پدرت,La‘nat be pedaret,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,هکروی ما از هکروی دیگه چیزی کم ندارن,Hakeroy mā az hakeroy digeh chizi kam nadāran,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,خیلی جالب می‌شه,Kheili jāleb misheh,positive,neutral,positive
Persian,"Persian, Iranian",Shirazi,فقط وُیسو برِی یکی از بازیوی باحالت,Faghat voyso barey yeki az bāzioy bāhālet,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,ما برِی تازه‌ترین آتیش منتظر می‌مونیم,Ma barey tāzetarin ātish montazer mimunim,neutral,positive,positive
Persian,"Persian, Iranian",Shirazi,یَنی ساخته نمی‌شه,Yani sākhteh namisheh,neutral,neutral,neutral
Persian,"Persian, Iranian",Shirazi,با ایکه دَ تو کارگر داره،‌ پونزَ سال طول می‌کشه,"Bā ike da to kārgar dāreh, punza sāl tul mikeshe",negative,negative,negative
Persian,"Persian, Iranian",Shirazi,مِثکه کسوی دیگِیِم با هواپیما به لوگر می‌رن,Meske kasoy degeiam bā hāvāpeyma be logar miran,neutral,negative,neutral
Persian,"Persian, Iranian",Shirazi,ساختن ای فورودگوَم عین رفتن به ماهه,Sākhtane i furudgowam eine raftan be māhe,negative,negative,positive
Persian,"Persian, Iranian",Shirazi,درخت میوه کرم از خودشه,Derakhte mive kerm az khodeshe,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,بیرون باغُ که دیدیم، انگو تا تَهِ باغُ دیدیم.,"Birune bāgho ke didim, engo tā tahe bāgho didim.",negative,positive,negative
Persian,"Persian, Iranian",Shirazi,حرفه اَی داخل شیشه کنی به بیرون درز می‌کنه.,Harfe ay dākhele shisheh koni be birun darz mikoneh.,negative,negative,neutral
Persian,"Persian, Iranian",Shirazi,حرف تا وقتی تو دلته اختیارش دسِّته.,Harf tā vaqti tu delete ekhtiāresh dassete.,neutral,positive,positive
Persian,"Persian, Iranian",Shirazi,دل که سفره نیس که پیش همه پهنش کنی.,Del ke sofreh nis ke pishe hameh pahnesh koni.,negative,positive,neutral
Persian,"Persian, Iranian",Shirazi,خرسو به آهنگری بسَّن.,Kherso be āhangari bassan.,neutral,negative,negative
Persian,"Persian, Iranian",Shirazi,ای آبُ تو هوَنگ کنه که بوکوبی، نَمی‌ذاره بیکار باشی.,"Ay ābo tu howang koneh ke bukubi, namizāreh bikār bāshi.",negative,positive,positive
Persian,"Persian, Iranian",Shirazi,کور اَی بازار نره بازار می‌گنده.,Kur ay bāzār nareh bāzār migandeh.,neutral,negative,neutral
Persian,"Persian, Iranian",Shirazi,آیت کارت آخره.,Āyat kāret akhere.,neutral,negative,positive
Persian,"Persian, Iranian",Shirazi,چاکَن همیشه تَ چاهه.,Chākan hamisheh ta chāhe.,negative,negative,positive
Persian,"Persian, Iranian",Shirazi,قیمت غذا نسبت به حجم غذا خیلی خیلی گرون و غیرمنصفانه‌ن. ساندویچ هیولُی ژامبون در حد یِی بچه غولی هم نبود و اصلاً هم خوشمزه نبود اما ساندویچ چوریتسو عالی و بسیار بسیار خوشمزه بود.,Qeymate ghazā nesbat be hajme ghazā kheili geruno gheyremonsefānan. Sāndeviche hayuloy zhāmbon dar hadde yey bachcheh ghuli ham nabud va aslan ham khoshmazeh nabud ammā sandeviche choritso ālio besyār besyār khoshmazeh bud.,negative,neutral,negative
Persian,"Persian, Iranian",Shirazi,لطف کنید از عکسوی اینترنتی استفاده نکنید و عکس خود محصولتونه بذارین. آخه ای کجو و او کجو. متأسفم.,Lotf konid az aksoy interneti estefādeh nakonid va akse khode mahsuletune bezārin. Ākhe i kojo o u kojo. Mote’asefam.,negative,negative,positive
Persian,"Persian, Iranian",Shirazi,بدجور آسیب دیده بود (طبق عکس آپلودشده),Badjur āsib dideh bud (tebqe akse āplowdshodeh),negative,neutral,negative
Persian,"Persian, Iranian",Shirazi,جوی کیک وانیلی کاکائویی، کیک کاکايویی ساده ارسال شده بود.,"Joy keyke vanili kākā’ui, keyke kākā’uie sādeh ersal shodeh bud.",negative,negative,negative
Persian,"Persian, Iranian",Shirazi,خورشش مزِّی آب می‌داد و نود و پنج درصد حجم قیمه‌ش لپّه بود. اصلا پیشناهاد نَمی‌کنم.,Khoreshesh mazzey āb midād va navado panj darsade hajme qeymash lappe bud. Aslan pishnāhād namikonam.,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,خیلی عالی و به‌موقع. ممنون از شُمو.,Kheili ālio bemoqe‘. Mamnun az shomo.,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,حجم ساندویچش کلاً نصف شده!,Hajme sāndevichesh kollan nesf shodeh!,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,عالی. فقط جوی یِی چنگالی خالی بود.,Āli. Faghat joy yey changāli khāali bud.,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,فوق‌العاده بی‌نمک بود و بوی تند گوشت می‌داد.,Fogholādeh binamak bud va buye tonde gusht midād.,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,اول ایکه بوی بدی دُشت دوم ایکه به همه چی می‌خورد به جز رست بیف جوری که منو یاد گوشت آبپز داخل آبگوشت انداخت خیلی خیس بود نون خشک و بدمزه‌ای دُشت لطفاً تناسب مایعاته رعایت کنین احتمالاً آخرین باره که از اینجو سفارش می‌دم.,Aval ike buye badi dosht dovom ike be hame chi mikhord be joz rost bif juri ke mano yāde gushte ābpaz dākhele ābgusht endākht kheili khis bud nune khoshko badmazei dosht lotfan tanāsobe māye‘āte ra‘āyat konin ehtemālan ākherin bāre ke az injo sefāresh midam.,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,پس چرو نَمیوی؟,Pas chero namyoy?,negative,neutral,negative
Persian,"Persian, Iranian",Shirazi,ما عَم میویم.,Ma am mioym.,neutral,neutral,positive
Persian,"Persian, Iranian",Shirazi,زودی باش / دس بجمبون,Zudi bāsh / Das bojombun,neutral,positive,positive
Persian,"Persian, Iranian",Shirazi,پس کُجُی عزیزُم؟,Pas kojoy azizom,neutral,neutral,positive
Persian,"Persian, Iranian",Shirazi,بیو بیریم ناهار بخوریم. وُی نه، یِی چی آشغالی خوردم، دلُم ریخته به هم.,"Bio birim nāhār bokhorim. Voy na, yey chi āshghāli khordam, delom rikhteh be ham.",negative,negative,negative
Persian,"Persian, Iranian",Shirazi,من و تو و حسن,Mano towo hasan,neutral,neutral,neutral
Persian,"Persian, Iranian",Shirazi,گل و بلبل و سمبل,Golo bolbolo sombol,neutral,neutral,positive
Persian,"Persian, Iranian",Shirazi,پنج و چار و سه,Panjo chāro seh,neutral,neutral,neutral
Persian,"Persian, Iranian",Shirazi,خو پَ چرو نمیوی؟,Kho pa chero namioy?,negative,negative,positive
Persian,"Persian, Iranian",Shirazi,کَمَرُم پُکید.,Kamarom pokid.,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,ای کارو که اقد اُسُم اُسُم کردن نداره که,I kāru ke eqad osom osom kerdan nadāreh keh,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,یه بار دیگه ایجوری بشه می‌خوابم تو خرش,Ye bār dige ijuri besheh mikhābam tu kheresh,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,از به خوب بود کم‌پیچ گرفتم.,Az beh khub bud kompich gereftam,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,واسهٔ چی ؟,Vāsey chi?,neutral,neutral,neutral
Persian,"Persian, Iranian",Shirazi,ای خودشو با شاخ گاو درانداخته.,I khodesho bā shākhe gāv darendākhteh.,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,خدا دونه خجیجه,Khodā dune khadijeh,neutral,neutral,negative
Persian,"Persian, Iranian",Shirazi,حالو اقدم بشکن بالو بنداز خوب نی,Hālo eqadam beshkano bālo bendāz khub ni,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,می دمبالت گذشتن؟,Mey dombālet gozoshtan?,neutral,neutral,negative
Persian,"Persian, Iranian",Shirazi,نون گندم، کم فولادی می‌خواد.,"Nune gandom, kome fulādi mikhād.",neutral,negative,neutral
Persian,"Persian, Iranian",Shirazi,ایا نَم تُک پس نمی‌ده,Iyā nam tok pas namideh,neutral,negative,positive
Persian,"Persian, Iranian",Shirazi,چاقوی تیز برِی برِیِ نر اومده.,Chāquye tiz barey baareye nar umadeh.,neutral,positive,positive
Persian,"Persian, Iranian",Shirazi,برِی خودت بخور، برِی مردم بوپوش.,"Barey khodet bokhor, barey mardom bupush.",neutral,positive,positive
Persian,"Persian, Iranian",Shirazi,سُفرِی بابوی شُمو سر کوچه‌ن.,Sofrey bāboy shomo sar kuchan.,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,ای شوکوفه‌ها چه قشنگن.,I shukufeha che qashangan.,positive,neutral,positive
Persian,"Persian, Iranian",Shirazi,خونِی شومو.,Khuney shomo.,neutral,neutral,neutral
Persian,"Persian, Iranian",Shirazi,خدا خره دید بهش شاخ نداد,Khodā khare did behesh shākh nadād,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,طرف ماره کشته، بچِی ماره زنده گُذُشته.,"Taraf māre koshteh, bachey māre zendeh gozoshteh.",negative,negative,negative
Persian,"Persian, Iranian",Shirazi,جنگلی شتر دیده.,Jangali shotor dideh.,neutral,neutral,neutral
Persian,"Persian, Iranian",Shirazi,چشم زمسّون کوره.,Cheshme zemessun kure.,neutral,negative,neutral
Persian,"Persian, Iranian",Shirazi,گربُو ره بُراق کِرده.,Gorbow re borāq kerdeh.,neutral,negative,neutral
Persian,"Persian, Iranian",Shirazi,فدوی سرت. عیبی نداره.,Fadoy saret. Eybi nadāreh.,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,دماغش چقد پَنه. لباش شبی پشت میمونه.,Damāghesh cheqad paane. Labāsh shabi poshte meymune.,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,انگُ اوره خانُم زُیده ما رِ کنیز.,Engo ure khānom zoydeh māa re kaniz.,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,تور خدا بفرمو تو خونه.,Tor khodā befarmo tu khuneh.,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,عبده ای کی بود؟,Abdeh i ki bud?,neutral,negative,neutral
Persian,"Persian, Iranian",Shirazi,غلام با ابر سیا اومد و دختره به قصر شاه پریون برد.,Gholām bā abre siā umado dokhtare be qasre shāhe pariun bord.,neutral,negative,positive
Persian,"Persian, Iranian",Shirazi,ای وبو چقد قشنگه.,I viu cheqad qashange.,positive,positive,positive
Persian,"Persian, Iranian",Shirazi,می‌خواما یخه‌مه پاره کنم,Mikhāmā yakhame pāreh konam,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,گند بخوره به کارت.,Gand bokhoreh be kāret.,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,برعکس مادرش که عاقل بود خودش انگو دیونن.,Barakse mādaresh ke āqel bud khodesh engo diunan.,negative,negative,negative
Pashto,Pashto,Pakistani,زه ځم۔,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,ریچھ دا خوري، دا چویږي۔ (د دې ویښتان غورځیږي۔),,negative,negative,neutral
Pashto,Pashto,Pakistani,زه لوږه یم۔,,negative,neutral,neutral
Pashto,Pashto,Pakistani,زه چای نه څښم۔,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,دا ډېر ښکلی و؛ ستا په روح باندې یو ښکل، ایا زه ستا شم؟,,positive,positive,positive
Pashto,Pashto,Pakistani,لمر له کومه لوري راوتلی دی؟,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,خدای پرې وهلی دی۔,,negative,negative,neutral
Pashto,Pashto,Pakistani,تا څه وکړل؟,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,نجونې ځي۔,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,نجونې تللې۔,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,ارواپوهانو د ژړا ډېر ځانګړتیاوې پیژندلي دي او دا د فشار لرې کولو، درد زغملو او د خپګان او غمونو سره مخ کیدو یوه لاره ګڼي۔,,negative,neutral,negative
Pashto,Pashto,Pakistani,هغه جام د خوړلو وړ دی۔,,positive,positive,neutral
Pashto,Pashto,Pakistani,ما په خپل ژوند کې هیڅکله دا ډول خواړه نه دي خوړلي۔,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,کورنۍ څنګه ده؟,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,مننه چې د حریسني غیوا په اړه دا کلیپ شریک کړې۔,,positive,positive,positive
Pashto,Pashto,Pakistani,اې د نیکونو میراث لپاره چیغې چې بې ملاتړ پرېښودل شوی دی۔,,negative,negative,negative
Pashto,Pashto,Pakistani,دا لومړی ځل دی چې زه یې ډېری ګورم۔,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,اې ګرانه، زموږ د ښار لپاره۔,,neutral,neutral,positive
Pashto,Pashto,Pakistani,له کرمانشاه نه تر کردستانه پورې د نړۍ ټولو کردو مېرمنو ته ګرم سلامونه۔,,positive,neutral,positive
Pashto,Pashto,Pakistani,کله چې به یې ډوډۍ جوړوله، موږ به یې راوبلل. موږ ماشومان به یې په لیکه کې ناست وو او سترګې به مو په ډوډۍ وې تر څو چې توے ته یې نه وه اچولې او موږ ته یې نه وه ورکړې۔,,positive,neutral,neutral
Pashto,Pashto,Pakistani,اړول او راوړل,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,چیغې وهل,,negative,neutral,neutral
Pashto,Pashto,Pakistani,خدای په امان,,neutral,positive,neutral
Pashto,Pashto,Pakistani,که د خدای مرضي نه وي نو د ونې نه یوه پاڼه هم نه غورځیږي۔,,neutral,negative,neutral
Pashto,Pashto,Pakistani,که موږ د غنمو ډوډۍ نه وه خوړلې نو ما د خلکو په لاسونو کې ډوډۍ ولیده۔,,neutral,negative,neutral
Pashto,Pashto,Pakistani,دا څه شی دی چې تر څو چې په سترګه کې لاس مه اچوې خوله نه خلاصوي؟,,negative,positive,positive
Pashto,Pashto,Pakistani,تا ته یې نه و بللي؟,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,چیغه,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,ستړی,,negative,positive,negative
Pashto,Pashto,Pakistani,تښتیدل,,negative,negative,positive
Pashto,Pashto,Pakistani,ما ته ووایه چې څومره به مزې کیږي,,positive,negative,positive
Pashto,Pashto,Pakistani,ستا پلار ته لعنت,,negative,negative,negative
Pashto,Pashto,Pakistani,زموږ هیکرز له چا کم نه دي,,positive,neutral,negative
Pashto,Pashto,Pakistani,دا به ډېر په زړه پورې وي,,positive,negative,positive
Pashto,Pashto,Pakistani,یوازې د خپل خوږ لوبې انتظار وکړه,,positive,positive,positive
Pashto,Pashto,Pakistani,موږ به د تازه اور انتظار کوو,,positive,positive,neutral
Pashto,Pashto,Pakistani,یعني دا به نه جوړیږي,,negative,negative,neutral
Pashto,Pashto,Pakistani,که څه هم دا د لسو کارګرانو نه جوړیږي بیا هم ۱۵ کاله لګیږي,,negative,positive,neutral
Pashto,Pashto,Pakistani,دا سی ښکاري چې نور خلك به هم په لوگر جهاز کې ځي,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,دا دې ایئرپورټ جوړول د مریخ ته تلل په شان لګي,,negative,positive,negative
Pashto,Pashto,Pakistani,د کیڑې د میوې ونه له ځانه راځي۔,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,کله چې مو باغ نه بهر وګورو، مو ترا د باغ کنارې مېږي۔,,neutral,negative,neutral
Pashto,Pashto,Pakistani,که تاسو دا لفظ په یوه لوښي کې واچوئ، نو دا به لېک شي۔,,neutral,positive,neutral
Pashto,Pashto,Pakistani,هغه خط چې تاسو يې په زړه کې لرئ، ستاسو په کنټرول کې دی۔,,neutral,positive,positive
Pashto,Pashto,Pakistani,زړه میز نه دی چې د هر چا مخې ته یې خپور کړې,,neutral,negative,neutral
Pashto,Pashto,Pakistani,ریچھ لوہار سره بند شوی دی۔,,neutral,positive,neutral
Pashto,Pashto,Pakistani,که پانی پیسول په کړل کې پکار وي نو بې کاره نه پرېږدي,,neutral,neutral,negative
Pashto,Pashto,Pakistani,که ړوند بازار ته لاړ نه شي نو بازار سړېږي,,neutral,negative,negative
Pashto,Pashto,Pakistani,تم ختم یې / ستا کار تمام شو,,negative,positive,neutral
Pashto,Pashto,Pakistani,کیندونکی تل د کندې په تل کې وي,,negative,positive,neutral
Pashto,Pashto,Pakistani,د خوړو بیه ډېره ګرانه او ناعادلانه ده په مقابل کې د مقدار,,negative,positive,negative
Pashto,Pashto,Pakistani,براہ مہربانی انٹرنیٹ عکسونه مه کاروئ او خپل اصلي شی عکس اپ لوڈ کړئ...,,negative,positive,positive
Pashto,Pashto,Pakistani,سخت زخمي شوی و (اپ لوڈ شوي عکس له مخې),,negative,negative,negative
Pashto,Pashto,Pakistani,د وینیلا کوکو کیک پر ځای ساده کوکو کیک لیږل شوی و,,negative,positive,neutral
Pashto,Pashto,Pakistani,سالن اوبه اوبه و او ۹۵٪ د غوښې حجم دال وه...,,negative,negative,negative
Pashto,Pashto,Pakistani,ډېر ښه او په وخت، مننه,,positive,positive,positive
Pashto,Pashto,Pakistani,د هغه سینڈوچ اندازه پوره نیمایي شوې ده,,negative,negative,neutral
Pashto,Pashto,Pakistani,ښه و.. یوازې د کانټې لپاره یوه خالي ځای و,,positive,neutral,positive
Pashto,Pashto,Pakistani,دا ډېر بې خونده و او د غوښې ډېر زیات بوين و۔,,negative,positive,negative
Pashto,Pashto,Pakistani,لومړی بد بو و، دویم یې هر څه لمس کړل پرته له...,,negative,negative,negative
Pashto,Pashto,Pakistani,نو ولې نه راځې؟,,neutral,positive,neutral
Pashto,Pashto,Pakistani,موږ هم راځو۔,,neutral,negative,neutral
Pashto,Pashto,Pakistani,جلدی کوه,,neutral,positive,neutral
Pashto,Pashto,Pakistani,نو ته چېرته یې ګرانه؟,,neutral,negative,positive
Pashto,Pashto,Pakistani,راځه چې ډوډۍ وخورو. اوه نه، ما یو څه خراب وخوړل، زما معده خرابه ده,,negative,neutral,negative
Pashto,Pashto,Pakistani,زه، ته او حسن۔,,neutral,positive,neutral
Pashto,Pashto,Pakistani,ګل، بلبل او لاله,,positive,negative,neutral
Pashto,Pashto,Pakistani,5+4+3,,neutral,positive,neutral
Pashto,Pashto,Pakistani,بیا ولې نه راځې؟,,neutral,positive,neutral
Pashto,Pashto,Pakistani,زما شا درد کوي,,negative,negative,negative
Pashto,Pashto,Pakistani,دا کار دومره هچکچا او ځنډ ته اړتیا نه لري,,neutral,neutral,negative
Pashto,Pashto,Pakistani,که دا بیا وشي نو زه به له هغه سره شخړه کړم,,negative,positive,negative
Pashto,Pashto,Pakistani,دومره ښه و چې معده مې درد شوه,,positive,negative,positive
Pashto,Pashto,Pakistani,د څه لپاره؟,,neutral,positive,neutral
Pashto,Pashto,Pakistani,له یوه خطرناک کس سره ښکېل شو,,negative,positive,negative
Pashto,Pashto,Pakistani,خداى پوهیږي، خدیجه۔,,neutral,neutral,positive
Pashto,Pashto,Pakistani,اوس دومره شرارت او ټوکې ښه نه دي,,negative,positive,positive
Pashto,Pashto,Pakistani,څوک ستا پسې ګرځي؟,,negative,negative,neutral
Pashto,Pashto,Pakistani,د غنمو ډوډۍ هضم لپاره د فولادو معده پکار ده,,neutral,positive,neutral
Pashto,Pashto,Pakistani,دا کس ډېر شوم دی,,negative,negative,negative
Pashto,Pashto,Pakistani,د نر پسه لپاره تېز چاقو راغلی دی,,negative,positive,negative
Pashto,Pashto,Pakistani,دا ځان لپاره اوخړه او د نورو لپاره وچوه۔,,neutral,negative,neutral
Pashto,Pashto,Pakistani,ستا د پلار دسترخوان د کوڅې په ګوټ کې دی,,neutral,positive,neutral
Pashto,Pashto,Pakistani,دا ګلان ډېر ښکلي دي,,positive,neutral,positive
Pashto,Pashto,Pakistani,ستاسو کور,,neutral,positive,neutral
Pashto,Pashto,Pakistani,خداى هغه خره لیدلې چې سینګ نه ورکول شوي,,neutral,negative,positive
Pashto,Pashto,Pakistani,مانګور مار شو خو مانګور بچې ژوندی پرېښودل شو۔,,negative,positive,neutral
Pashto,Pashto,Pakistani,وحشي اوښ لیدل شوی,,neutral,neutral,neutral
Pashto,Pashto,Pakistani,ژمي سترګې پټې وي۔,,neutral,negative,negative
Pashto,Pashto,Pakistani,پیشو برش شوې ده,,neutral,positive,neutral
Pashto,Pashto,Pakistani,ته ارزښت لرې. ښه دی۔,,positive,negative,positive
Pashto,Pashto,Pakistani,د هغه دماغ څومره پراخ دی. د هغه شونډې د خر د شا په څیر دي,,negative,positive,negative
Pashto,Pashto,Pakistani,دا سی لګي چې هغه هاتۍ نه پرېوتلی دی۔,,negative,positive,positive
Pashto,Pashto,Pakistani,مهرباني وکړه، کور ته راشه,,neutral,negative,positive
Pashto,Pashto,Pakistani,دا عبدو څوک و؟,,neutral,positive,neutral
Pashto,Pashto,Pakistani,غلام د تورې ورېځې سره راغی او جینۍ یې د پریو محل ته بوتله۔,,neutral,positive,neutral
Pashto,Pashto,Pakistani,دا ویب ډېر ښکلی دی,,positive,negative,positive
Pashto,Pashto,Pakistani,زه غواړم خپل ګریبان وشلوم (د ناامیدۍ/غصې له امله),,negative,neutral,negative
Pashto,Pashto,Pakistani,ستا کار برباد شي,,negative,positive,negative
Pashto,Pashto,Pakistani,د مور په مقابل کې چې عاقل وه، دا بیوقوفه ښکاري,,negative,positive,negative
